Toronto;43;-80;1
Montreal;45;-74;2
Vancouver;49;-124;3
Calgary;51;-115;4
Edmonton;53;-114;5
Ottawa;45;-76;6
Mississauga;43;-80;7
Winnipeg;49;-98;8
Quebec City;46;-72;9
Hamilton;43;-80;10
Brampton;43;-80;11
Surrey;49;-123;12
Kitchener;43;-81;13
Laval;45;-74;14
Halifax;44;-64;15
London;42;-82;16
Victoria;48;-124;17
Markham;43;-80;18
St. Catharines;43;-80;19
Niagara Falls;43;-80;20
Vaughan;43;-80;21
Gatineau;45;-76;22
Windsor;42;-83;23
Saskatoon;52;-107;24
Longueuil;45;-74;25
Burnaby;49;-123;26
Regina;50;-105;27
Richmond;49;-124;28
Richmond Hill;43;-80;29
Oakville;43;-80;30
Burlington;43;-80;31
Barrie;44;-80;32
Oshawa;43;-79;33
Sherbrooke;45;-72;34
Saguenay;48;-72;35
Levis;46;-72;36
Kelowna;49;-120;37
Abbotsford;49;-123;38
Coquitlam;49;-123;39
Trois-Rivieres;46;-73;40
Guelph;43;-81;41
Cambridge;43;-81;42
Whitby;43;-79;43
Ajax;43;-80;44
Langley;49;-123;45
Saanich;48;-124;46
Terrebonne;45;-74;47
Milton;43;-80;48
St. John's;47;-53;49
Moncton;46;-65;50
Thunder Bay;48;-90;51
Dieppe;46;-65;52
Waterloo;43;-81;53
Delta;49;-124;54
Chatham;42;-83;55
Red Deer;52;-114;56
Kamloops;50;-121;57
Brantford;43;-81;58
Cape Breton;46;-61;59
Lethbridge;49;-113;60
Saint-Jean-sur-Richelieu;45;-74;61
Clarington;43;-79;62
Pickering;43;-80;63
Nanaimo;49;-124;64
Sudbury;46;-82;65
North Vancouver;49;-124;66
Brossard;45;-74;67
Repentigny;45;-74;68
Newmarket;44;-80;69
Chilliwack;49;-122;70
White Rock;49;-123;71
Maple Ridge;49;-123;72
Peterborough;44;-79;73
Kawartha Lakes;44;-79;74
Prince George;53;-123;75
Sault Ste. Marie;46;-85;76
Sarnia;42;-83;77
Wood Buffalo;57;-112;78
New Westminster;49;-123;79
Chateauguay;45;-74;80
Saint-Jerome;45;-74;81
Drummondville;45;-73;82
Saint John;45;-67;83
Caledon;43;-80;84
St. Albert;53;-114;85
Granby;45;-73;86
Medicine Hat;50;-111;87
Grande Prairie;55;-119;88
St. Thomas;42;-82;89
Airdrie;51;-115;90
Halton Hills;43;-80;91
Saint-Hyacinthe;45;-73;92
Lac-Brome;45;-73;93
Port Coquitlam;49;-123;94
Fredericton;45;-67;95
Blainville;45;-74;96
Aurora;44;-80;97
Welland;42;-80;98
North Bay;46;-80;99
Beloeil;45;-74;100
Belleville;44;-78;101
Mirabel;45;-75;102
Shawinigan;46;-73;103
Dollard-des-Ormeaux;45;-74;104
Brandon;49;-100;105
Rimouski;48;-69;106
Cornwall;45;-75;107
Stouffville;43;-80;108
Georgina;44;-80;109
Victoriaville;46;-72;110
Vernon;50;-120;111
Duncan;48;-124;112
Saint-Eustache;45;-74;113
Quinte West;44;-78;114
Charlottetown;46;-64;115
Mascouche;45;-74;116
West Vancouver;49;-124;117
Salaberry-de-Valleyfield;45;-75;118
Rouyn-Noranda;48;-80;119
Timmins;48;-82;120
Sorel-Tracy;46;-74;121
New Tecumseth;44;-80;122
Woodstock;43;-81;123
Boucherville;45;-74;124
Mission;49;-123;125
Vaudreuil-Dorion;45;-75;126
Brant;43;-81;127
Lakeshore;42;-83;128
Innisfil;44;-80;129
Prince Albert;53;-106;130
Langford Station;48;-124;131
Bradford West Gwillimbury;44;-80;132
Campbell River;50;-126;133
Spruce Grove;53;-114;134
Moose Jaw;50;-106;135
Penticton;49;-120;136
Port Moody;49;-123;137
Leamington;42;-83;138
East Kelowna;49;-120;139
Cote-Saint-Luc;45;-74;140
Val-d'Or;48;-78;141
Owen Sound;44;-81;142
Stratford;43;-81;143
Lloydminster;53;-111;144
Pointe-Claire;45;-74;145
Orillia;44;-80;146
Alma;48;-72;147
Orangeville;43;-81;148
Fort Erie;42;-80;149
LaSalle;42;-84;150
Sainte-Julie;45;-74;151
Leduc;53;-114;152
North Cowichan;48;-124;153
Chambly;45;-74;154
Okotoks;50;-114;155
Sept-Iles;50;-67;156
Centre Wellington;43;-81;157
Saint-Constant;45;-74;158
Grimsby;43;-80;159
Boisbriand;45;-74;160
Conception Bay South;47;-53;161
Saint-Bruno-de-Montarville;45;-74;162
Sainte-Therese;45;-74;163
Cochrane;51;-115;164
Thetford Mines;46;-72;165
Courtenay;49;-125;166
Magog;45;-73;167
Whitehorse;60;-136;168
Woolwich;43;-81;169
Clarence-Rockland;45;-76;170
Fort Saskatchewan;53;-114;171
East Gwillimbury;44;-80;172
Lincoln;43;-80;173
La Prairie;45;-74;174
Tecumseh;42;-83;175
Mount Pearl Park;47;-53;176
Amherstburg;42;-84;177
Saint-Lambert;45;-74;178
Brockville;44;-76;179
Collingwood;44;-81;180
Scugog;44;-79;181
Kingsville;42;-83;182
Baie-Comeau;49;-69;183
Paradise;47;-53;184
Uxbridge;44;-80;185
Essa;44;-80;186
Candiac;45;-74;187
Oro-Medonte;44;-80;188
Varennes;45;-74;189
Strathroy-Caradoc;42;-82;190
Wasaga Beach;44;-81;191
New Glasgow;45;-63;192
Wilmot;43;-81;193
Essex;42;-83;194
Fort St. John;56;-121;195
Kirkland;45;-74;196
L'Assomption;45;-74;197
Westmount;45;-74;198
Saint-Lazare;45;-75;199
Chestermere;51;-114;200
Huntsville;45;-80;201
Corner Brook;48;-58;202
Riverview;46;-65;203
Lloydminster;53;-111;204
Joliette;46;-74;205
Yellowknife;62;-115;206
Squamish;49;-124;207
Mont-Royal;45;-74;208
Riviere-du-Loup;47;-70;209
Cobourg;43;-79;210
Cranbrook;49;-116;211
Beaconsfield;45;-74;212
Springwater;44;-80;213
Dorval;45;-74;214
Thorold;43;-80;215
Camrose;53;-113;216
South Frontenac;44;-77;217
Pitt Meadows;49;-123;218
Port Colborne;42;-80;219
Quispamsis;45;-66;220
Mont-Saint-Hilaire;45;-74;221
Bathurst;47;-66;222
Saint-Augustin-de-Desmaures;46;-72;223
Oak Bay;48;-124;224
Sainte-Marthe-sur-le-Lac;45;-74;225
Salmon Arm;50;-120;226
Port Alberni;49;-125;227
Esquimalt;48;-124;228
Deux-Montagnes;45;-74;229
Miramichi;47;-66;230
Niagara-on-the-Lake;43;-80;231
Saint-Lin--Laurentides;45;-74;232
Beaumont;53;-114;233
Middlesex Centre;43;-82;234
Inverness;46;-62;235
Stony Plain;53;-115;236
Petawawa;45;-78;237
Pelham;43;-80;238
Selwyn;44;-79;239
Loyalist;44;-77;240
Midland;44;-80;241
Colwood;48;-124;242
Central Saanich;48;-124;243
Sainte-Catherine;45;-74;244
Port Hope;43;-79;245
L'Ancienne-Lorette;46;-72;246
Saint-Basile-le-Grand;45;-74;247
Swift Current;50;-108;248
Edmundston;47;-69;249
Russell;45;-76;250
North Grenville;44;-76;251
Yorkton;51;-103;252
Tracadie;47;-65;253
Bracebridge;45;-80;254
Greater Napanee;44;-77;255
Tillsonburg;42;-81;256
Steinbach;49;-97;257
Hanover;49;-97;258
Terrace;54;-129;259
Springfield;49;-97;260
Gaspe;48;-65;261
Kenora;49;-95;262
Cold Lake;54;-111;263
Summerside;46;-64;264
Comox;49;-125;265
Sylvan Lake;52;-115;266
Pincourt;45;-74;267
West Lincoln;43;-80;268
Matane;48;-68;269
Brooks;50;-112;270
Sainte-Anne-des-Plaines;45;-74;271
West Nipissing / Nipissing Ouest;46;-80;272
Rosemere;45;-74;273
Mistassini;48;-73;274
Grand Falls;48;-56;275
Clearview;44;-81;276
St. Clair;42;-83;277
Canmore;51;-116;278
North Battleford;52;-109;279
Pembroke;45;-78;280
Mont-Laurier;46;-76;281
Strathmore;51;-114;282
Saugeen Shores;44;-82;283
Thompson;55;-98;284
Lavaltrie;45;-74;285
High River;50;-114;286
Severn;44;-80;287
Sainte-Sophie;45;-74;288
Saint-Charles-Borromee;46;-74;289
Portage La Prairie;49;-99;290
Thames Centre;43;-82;291
Mississippi Mills;45;-77;292
Powell River;49;-125;293
South Glengarry;45;-75;294
North Perth;43;-81;295
Mercier;45;-74;296
South Stormont;45;-75;297
Saint-Colomban;45;-75;298
Lacombe;52;-114;299
Sooke;48;-124;300
Dawson Creek;55;-121;301
Lake Country;50;-120;302
Trent Hills;44;-78;303
Sainte-Marie;46;-72;304
Guelph/Eramosa;43;-81;305
Truro;45;-64;306
Amos;48;-79;307
The Nation / La Nation;45;-76;308
Ingersoll;43;-81;309
Winkler;49;-98;310
Wetaskiwin;52;-114;311
Central Elgin;42;-82;312
Lachute;45;-75;313
West Grey;44;-81;314
Parksville;49;-125;315
Cowansville;45;-73;316
Becancour;46;-73;317
Gravenhurst;44;-80;318
Perth East;43;-81;319
Prince Rupert;54;-131;320
Prevost;45;-75;321
Sainte-Adele;45;-75;322
Kentville;45;-65;323
Beauharnois;45;-74;324
Les Iles-de-la-Madeleine;47;-62;325
Wellington North;43;-81;326
St. Andrews;50;-97;327
Carleton Place;45;-77;328
Whistler;50;-123;329
Brighton;44;-78;330
Tiny;44;-80;331
Gander;48;-55;332
Sidney;48;-124;333
Rothesay;45;-66;334
Brock;44;-80;335
Summerland;49;-120;336
Val-des-Monts;45;-76;337
Tache;49;-97;338
Montmagny;46;-71;339
Erin;43;-81;340
Kincardine;44;-82;341
North Dundas;45;-76;342
Wellesley;43;-81;343
Estevan;49;-103;344
North Saanich;48;-124;345
Warman;52;-107;346
La Tuque;48;-75;347
Norwich;42;-81;348
Meaford;44;-81;349
Adjala-Tosorontio;44;-80;350
Hamilton Township;44;-79;351
St. Clements;50;-97;352
Saint-Amable;45;-74;353
Weyburn;49;-104;354
South Dundas;44;-76;355
L'Ile-Perrot;45;-74;356
Notre-Dame-de-l'Ile-Perrot;45;-74;357
Williams Lake;52;-123;358
Elliot Lake;46;-83;359
Cantley;45;-76;360
Nelson;49;-118;361
Lambton Shores;43;-82;362
Mapleton;43;-81;363
Georgian Bluffs;44;-82;364
Rawdon;46;-74;365
Campbellton;48;-67;366
View Royal;48;-124;367
Coldstream;50;-120;368
Chester;44;-65;369
Queens;44;-65;370
Selkirk;50;-97;371
Saint-Felicien;48;-73;372
Hawkesbury;45;-75;373
Roberval;48;-73;374
Sainte-Agathe-des-Monts;46;-75;375
North Dumfries;43;-81;376
Rideau Lakes;44;-77;377
Sechelt;49;-124;378
North Glengarry;45;-75;379
South Huron;43;-82;380
Marieville;45;-74;381
Tay;44;-80;382
Temiskaming Shores;47;-80;383
Hinton;53;-118;384
Saint-Sauveur;45;-75;385
Quesnel;52;-123;386
Elizabethtown-Kitley;44;-76;387
Morinville;53;-114;388
Grey Highlands;44;-81;389
Stratford;46;-64;390
Alfred and Plantagenet;45;-75;391
Mont-Tremblant;46;-75;392
Martensville;52;-107;393
Saint-Raymond;46;-72;394
Amherst;45;-65;395
Ramara;44;-80;396
Bois-des-Filion;45;-74;397
Leeds and the Thousand Islands;44;-77;398
Carignan;45;-74;399
Brockton;44;-82;400
Laurentian Valley;45;-78;401
East St. Paul;49;-98;402
Lorraine;45;-74;403
Sainte-Julienne;45;-74;404
Blackfalds;52;-114;405
Malahide;42;-81;406
Oromocto;45;-67;407
Olds;51;-115;408
Huron East;43;-82;409
Stanley;49;-99;410
Penetanguishene;44;-80;411
Qualicum Beach;49;-125;412
Notre-Dame-des-Prairies;46;-74;413
West Perth;43;-82;414
Cavan Monaghan;44;-79;415
Arnprior;45;-77;416
Smiths Falls;44;-77;417
Pont-Rouge;46;-72;418
Champlain;45;-75;419
Coaticook;45;-72;420
Minto;43;-81;421
Morden;49;-99;422
Mono;44;-81;423
Corman Park No. 344;52;-107;424
Ladysmith;48;-124;425
Bridgewater;44;-65;426
Dauphin;51;-101;427
Otterburn Park;45;-74;428
Taber;49;-113;429
South Bruce Peninsula;44;-82;430
Edson;53;-117;431
Farnham;45;-73;432
Kapuskasing;49;-83;433
La Malbaie;47;-71;434
Renfrew;45;-77;435
Coaldale;49;-113;436
Portugal Cove-St. Philip's;47;-53;437
Zorra;43;-81;438
Kitimat;54;-129;439
Shelburne;44;-81;440
Happy Valley;53;-61;441
Saint-Hippolyte;45;-75;442
Castlegar;49;-118;443
Church Point;44;-67;444
Drumheller;51;-113;445
Kirkland Lake;48;-81;446
Argyle;43;-66;447
Torbay;47;-53;448
La Peche;45;-76;449
Banff;51;-116;450
Innisfail;52;-114;451
Nicolet;46;-73;452
Rockwood;50;-98;453
Drummond/North Elmsley;44;-77;454
Dryden;49;-93;455
Iqaluit;63;-69;456
Fort Frances;48;-94;457
La Sarre;48;-80;458
Trail;49;-118;459
Chandler;48;-65;460
Stone Mills;44;-77;461
Hanover;44;-82;462
South-West Oxford;42;-81;463
Acton Vale;45;-73;464
Bromont;45;-73;465
Beckwith;45;-77;466
Goderich;43;-82;467
Plympton-Wyoming;43;-83;468
Central Huron;43;-82;469
Rigaud;45;-75;470
Louiseville;46;-73;471
Chibougamau;49;-75;472
Aylmer;42;-81;473
Delson;45;-74;474
Kimberley;49;-116;475
Blandford-Blenheim;43;-81;476
Bayham;42;-81;477
Augusta;44;-76;478
Puslinch;43;-81;479
Beauport;46;-72;480
Saint-Remi;45;-74;481
St. Marys;43;-82;482
Drayton Valley;53;-115;483
Ponoka;52;-114;484
Labrador City;52;-67;485
Donnacona;46;-72;486
Southgate;44;-81;487
McNab/Braeside;45;-77;488
Macdonald;49;-98;489
Hampstead;45;-74;490
Baie-Saint-Paul;47;-71;491
Merritt;50;-121;492
Bluewater;43;-82;493
East Zorra-Tavistock;43;-81;494
Brownsburg;45;-75;495
Stoneham-et-Tewkesbury;47;-72;496
Asbestos;45;-72;497
Huron-Kinloss;44;-82;498
Coteau-du-Lac;45;-75;499
The Blue Mountains;44;-81;500
Whitewater Region;45;-77;501
Edwardsburgh/Cardinal;44;-76;502
Sainte-Anne-des-Monts;49;-67;503
Old Chelsea;45;-76;504
North Stormont;45;-75;505
Alnwick/Haldimand;44;-79;506
Peace River;56;-118;507
Arran-Elderslie;44;-82;508
Saint-Zotique;45;-75;509
Val-Shefford;45;-73;510
Douro-Dummer;44;-79;511
Plessisville;46;-72;512
Ritchot;49;-98;513
Otonabee-South Monaghan;44;-79;514
Shediac;46;-65;515
Slave Lake;55;-115;516
Port-Cartier;50;-67;517
Saint-Lambert-de-Lauzon;46;-72;518
Barrington;43;-66;519
Rocky Mountain House;52;-115;520
Chatsworth;44;-81;521
Stephenville;48;-59;522
Muskoka Falls;45;-80;523
Devon;53;-114;524
Yarmouth;43;-67;525
Boischatel;46;-72;526
Parry Sound;45;-81;527
Pointe-Calumet;45;-74;528
Beaubassin East / Beaubassin-est;46;-65;529
Wainfleet;42;-80;530
Cramahe;44;-78;531
Beauceville;46;-71;532
North Middlesex;43;-82;533
Amqui;48;-68;534
Sainte-Catherine-de-la-Jacques-Cartier;46;-72;535
Clarenville;48;-54;536
Mont-Joli;48;-69;537
Dysart et al;45;-79;538
Wainwright;52;-111;539
Contrecoeur;45;-74;540
Beresford;47;-66;541
Saint-Joseph-du-Lac;45;-74;542
Hope;49;-122;543
Gimli;50;-98;544
Douglas;46;-67;545
Saint-Apollinaire;46;-72;546
Hindon Hill;44;-79;547
Les Cedres;45;-75;548
La Broquerie;49;-97;549
Kent;49;-122;550
Tweed;44;-78;551
Saint-Felix-de-Valois;46;-74;552
Bay Roberts;47;-54;553
Melfort;52;-105;554
Bonnyville;54;-111;555
Stettler;52;-113;556
Saint-Calixte;45;-74;557
Lac-Megantic;45;-71;558
Perth;44;-77;559
Oliver Paipoonge;48;-90;560
Humboldt;52;-106;561
Charlemagne;45;-74;562
Pontiac;45;-77;563
St. Paul;53;-112;564
Petrolia;42;-83;565
Southwest Middlesex;42;-82;566
Front of Yonge;44;-76;567
Vegreville;53;-113;568
Sainte-Brigitte-de-Laval;47;-72;569
Princeville;46;-72;570
Vercheres;45;-74;571
The Pas;53;-102;572
Saint-Cesaire;45;-73;573
La Ronge;55;-106;574
Tay Valley;44;-77;575
South Bruce;44;-82;576
McMasterville;45;-74;577
Redcliff;50;-111;578
Crowsnest Pass;49;-115;579
Saint-Philippe;45;-74;580
Richelieu;45;-74;581
Notre-Dame-du-Mont-Carmel;46;-73;582
L'Ange-Gardien;45;-76;583
Sainte-Martine;45;-74;584
Saint-Pie;45;-73;585
Peachland;49;-120;586
Ashfield-Colborne-Wawanosh;43;-82;587
Trent Lakes;44;-79;588
Northern Rockies;59;-124;589
Cookshire;45;-72;590
West St. Paul;50;-98;591
Windsor;45;-72;592
L'Epiphanie;45;-74;593
Creston;49;-117;594
Smithers;54;-128;595
Cornwall;46;-64;596
Meadow Lake;54;-109;597
Lanark Highlands;45;-77;598
Sackville;45;-65;599
Grand Falls;47;-68;600
Cochrane;49;-82;601
Marystown;47;-56;602
Sioux Lookout;50;-92;603
Didsbury;51;-115;604
Saint-Honore;48;-72;605
Fernie;49;-116;606
Deer Lake;49;-58;607
Woodstock;46;-68;608
Val-David;46;-75;609
Flin Flon;54;-102;610
Hudson;45;-75;611
Gananoque;44;-77;612
Brokenhead;50;-97;613
Saint-Paul;45;-74;614
Burton;45;-67;615
Spallumcheen;50;-120;616
Westlock;54;-114;617
Temiscouata-sur-le-Lac;47;-69;618
Shannon;46;-72;619
Osoyoos;49;-120;620
Montreal-Ouest;45;-74;621
Hearst;49;-84;622
Saint-Henri;46;-72;623
Ste. Anne;49;-97;624
Antigonish;45;-62;625
Espanola;46;-82;626
West Elgin;42;-82;627
Flin Flon (Part);54;-102;628
Grand Bay-Westfield;45;-67;629
Sainte-Anne-de-Bellevue;45;-74;630
North Huron;43;-82;631
Oliver;49;-120;632
Saint-Roch-de-l'Achigan;45;-74;633
Stirling-Rawdon;44;-78;634
Chisasibi;53;-79;635
Carbonear;47;-54;636
Saint Marys;46;-67;637
Chertsey;46;-74;638
Armstrong;50;-120;639
Stonewall;50;-98;640
Shippagan;47;-65;641
Lanoraie;45;-74;642
Memramcook;46;-65;643
Centre Hastings;44;-78;644
Warwick;45;-72;645
East Ferris;46;-80;646
Hanwell;45;-67;647
Saint-Joseph-de-Beauce;46;-71;648
Metchosin;48;-124;649
Lucan Biddulph;43;-82;650
Riviere-Rouge;46;-75;651
Greenstone;50;-87;652
Saint-Mathias-sur-Richelieu;45;-74;653
Neepawa;50;-100;654
Gibsons;49;-124;655
Kindersley;51;-110;656
Jasper;52;-119;657
Barrhead;54;-115;658
Les Coteaux;45;-75;659
Melville;50;-103;660
Saint-Germain-de-Grantham;45;-73;661
Iroquois Falls;48;-81;662
Havelock-Belmont-Methuen;44;-78;663
Cornwallis;49;-100;664
Saint-Boniface;46;-73;665
Edenwold No. 158;50;-105;666
Coverdale;46;-65;667
Vanderhoof;54;-125;668
Southwold;42;-82;669
Goulds;47;-53;670
Saint Stephen;45;-68;671
Waterloo;45;-73;672
Nipawin;53;-105;673
Neuville;46;-72;674
Saint-Cyrille-de-Wendover;45;-73;675
Central Frontenac;44;-77;676
Mont-Orford;45;-73;677
Saint-Jean-de-Matha;46;-74;678
Seguin;45;-80;679
Tyendinaga;44;-78;680
Hampton;45;-66;681
Sussex;45;-66;682
Grand Forks;49;-119;683
La Pocatiere;47;-71;684
Caraquet;47;-65;685
Saint-Etienne-des-Gres;46;-73;686
Altona;49;-98;687
Stellarton;45;-63;688
Wolfville;45;-65;689
New Maryland;45;-67;690
Port Hardy;50;-128;691
Saint-Donat;46;-75;692
Chateau-Richer;46;-72;693
Madawaska Valley;45;-78;694
Deep River;46;-78;695
Asphodel-Norwood;44;-79;696
Red Lake;51;-94;697
Metabetchouan-Lac-a-la-Croix;48;-72;698
Berthierville;46;-74;699
Vermilion;53;-111;700
Niverville;49;-98;701
Hastings Highlands;45;-78;702
Carstairs;51;-115;703
Danville;45;-73;704
Channel-Port aux Basques;47;-60;705
Battleford;52;-109;706
Lac-Etchemin;46;-71;707
Saint-Antonin;47;-70;708
Saint-Jacques;45;-74;709
Swan River;52;-102;710
Sutton;45;-73;711
Northern Bruce Peninsula;45;-82;712
L'Islet-sur-Mer;47;-71;713
Carleton-sur-Mer;48;-67;714
Oka;45;-75;715
Prescott;44;-76;716
Amaranth;43;-81;717
Marmora and Lake;44;-78;718
Maniwaki;46;-76;719
Morin-Heights;45;-75;720
Dundas;46;-65;721
Napierville;45;-74;722
Crabtree;45;-74;723
Bancroft;45;-78;724
Saint-Tite;46;-73;725
Howick;43;-82;726
Dutton/Dunwich;42;-82;727
Callander;46;-80;728
Simonds;45;-66;729
Baie-d'Urfe;45;-74;730
New Richmond;48;-66;731
Perth South;43;-82;732
Roxton Pond;45;-73;733
Sparwood;49;-115;734
Claresholm;50;-114;735
Breslau;43;-81;736
Montague;44;-76;737
Cumberland;49;-126;738
Beaupre;47;-71;739
Saint-Andre-Avellin;45;-76;740
Saint-Ambroise-de-Kildare;46;-74;741
East Angus;45;-72;742
Rossland;49;-118;743
Mackenzie;55;-124;744
Golden;51;-117;745
Raymond;49;-113;746
Saint-Adolphe-d'Howard;45;-75;747
Warwick;43;-82;748
Bowen Island;49;-124;749
Bonnechere Valley;45;-78;750
Windsor;44;-65;751
Pincher Creek;49;-114;752
Alnwick;47;-66;753
Westville;45;-63;754
Fruitvale;49;-118;755
Pasadena;49;-58;756
Saint-Prosper;46;-71;757
Ormstown;45;-74;758
Cardston;49;-114;759
Westbank;49;-120;760
De Salaberry;49;-97;761
Headingley;49;-98;762
Grande Cache;53;-120;763
Atholville;47;-67;764
Saint-Agapit;46;-72;765
Prince Albert No. 461;53;-106;766
Casselman;45;-76;767
Saint-Ambroise;48;-72;768
Hay River;60;-116;769
Mistissini;50;-74;770
Studholm;45;-66;771
Lumby;50;-119;772
Saint-Faustin--Lac-Carre;46;-75;773
Morris-Turnberry;43;-82;774
Placentia;47;-54;775
Saint-Pascal;47;-70;776
Mulmur;44;-81;777
Blind River;46;-83;778
Dunham;45;-73;779
Havre-Saint-Pierre;50;-64;780
Saint-Anselme;46;-71;781
Trois-Pistoles;48;-70;782
Grande-Riviere;48;-65;783
Powassan;46;-80;784
Malartic;48;-79;785
Bonavista;48;-54;786
Killarney - Turtle Mountain;49;-100;787
Woodlands;50;-98;788
Lewisporte;49;-56;789
Saint-Denis-de-Brompton;45;-73;790
Invermere;50;-117;791
Salisbury;46;-66;792
Bifrost-Riverton;51;-98;793
Buckland No. 491;53;-106;794
Cartier;49;-98;795
Sainte-Anne-des-Lacs;45;-75;796
Highlands East;44;-79;797
Alexander;50;-97;798
Sainte-Claire;46;-71;799
Perce;48;-65;800
Saint-Jean-Port-Joli;47;-71;801
East Hawkesbury;45;-75;802
Bright;46;-68;803
Penhold;52;-114;804
Saint-Andre-d'Argenteuil;45;-75;805
Saint-Come--Liniere;46;-71;806
Saint-Sulpice;45;-74;807
Marathon;48;-87;808
Forestville;48;-70;809
Inuvik;68;-134;810
Richmond;45;-73;811
Lake Cowichan;48;-125;812
Sables-Spanish Rivers;46;-82;813
Hillsburg-Roblin-Shell River;51;-102;814
Port Hawkesbury;45;-62;815
Three Hills;51;-114;816
Lorette;49;-97;817
Paspebiac;48;-66;818
Saint-Thomas;46;-74;819
Saint-Jean-Baptiste;45;-74;820
Portneuf;46;-72;821
Pictou;45;-63;822
Tisdale;52;-105;823
Lake of Bays;45;-80;824
High Level;58;-118;825
Gibbons;53;-114;826
Bishops Falls;49;-56;827
WestLake-Gladstone;50;-99;828
Normandin;48;-73;829
Saint-Alphonse-Rodriguez;46;-74;830
Beausejour;50;-97;831
Dalhousie;48;-67;832
Saint-Alphonse-de-Granby;45;-73;833
Lac du Bonnet;50;-97;834
Clermont;47;-71;835
Virden;49;-101;836
Compton;45;-72;837
White City;50;-105;838
Ellison;49;-120;839
Mont-Saint-Gregoire;45;-74;840
Wellington;46;-65;841
Merrickville;44;-76;842
Saint-Liboire;45;-73;843
Degelis;47;-69;844
Morris;49;-98;845
Saint-Alexis-des-Monts;46;-74;846
Cap-Saint-Ignace;47;-71;847
Saint-Anaclet-de-Lessard;48;-69;848
Carman;49;-99;849
Athens;44;-76;850
Melancthon;44;-81;851
Cap Sante;46;-72;852
Harbour Grace;47;-54;853
Houston;54;-127;854
Adelaide-Metcalfe;42;-82;855
Crossfield;51;-115;856
Springdale;49;-57;857
Fort Macleod;49;-114;858
Athabasca;54;-114;859
Enderby;50;-120;860
Saint-Ferreol-les-Neiges;47;-71;861
Laurentian Hills;46;-78;862
Grand Valley;43;-81;863
Senneterre;48;-78;864
Sainte-Marie-Madeleine;45;-74;865
Admaston/Bromley;45;-77;866
Saint-Gabriel-de-Valcartier;46;-72;867
North Algona Wilberforce;45;-78;868
Kingston;45;-67;869
Wawa;47;-85;870
Saint-Christophe-d'Arthabaska;46;-72;871
Sainte-Melanie;46;-74;872
Ascot Corner;45;-72;873
Horton;45;-77;874
Saint-Michel;45;-74;875
Botwood;49;-56;876
Saint-Paul-d'Abbotsford;45;-73;877
Saint-Marc-des-Carrieres;46;-73;878
Stanstead;45;-73;879
Sainte-Anne-de-Beaupre;47;-71;880
Sainte-Luce;48;-69;881
Saint-Gabriel;46;-74;882
Rankin Inlet;62;-93;883
Vanscoy No. 345;52;-108;884
Cedar;49;-124;885
Princeton;49;-121;886
La Loche;56;-110;887
Kingsclear;45;-67;888
Ferme-Neuve;46;-76;889
Thurso;45;-76;890
Adstock;46;-72;891
Shuniah;48;-89;892
Enniskillen;42;-83;893
Yamachiche;46;-73;894
Saint-Maurice;46;-73;895
Bonaventure;48;-66;896
Val-Morin;46;-75;897
Pohenegamook;47;-70;898
Wakefield;46;-68;899
Stoke;45;-72;900
Sainte-Marguerite-du-Lac-Masson;46;-75;901
Saint-Prime;48;-73;902
Kuujjuaq;58;-69;903
Atikokan;48;-92;904
Grenville-sur-la-Rouge;45;-75;905
North Cypress-Langford;49;-100;906
Sainte-Anne-de-Sorel;46;-74;907
